item,dept,unit_cost,stock_on_hand
"6948",25,18712,4226,61450
"8697",25,45054,6988,95580
"9369",25,30287,2745,86722
"163",29,12815,4614,40414
"1216",29,31857,5584,93221
"5012",29,38595,4559,60171
"5462",29,16431,9795,81677
"6372",29,29127,0062,41213
"7604",29,31597,8543,71103
"8299",29,26130,8736,33124
"9246",29,47933,9637,96024
"9251",29,43472,5002,81564
"232",38,44520,0142,42523
"439",38,5840,6266,15156
"1282",38,15428,1534,66142
"1455",38,44469,3943,50092
"2349",38,43827,3329,10704
"4051",38,16445,2132,15412
"6514",38,22433,7387,54312
"6783",38,10987,1671,80364
"8026",38,47816,0266,60368
"8048",38,38720,6726,26718
"9237",38,12374,8664,72874
"9444",38,35745,9071,89806
"640",96,30400,6111,5906
"794",96,48879,6328,35888
"873",96,20371,126,40002
"2026",96,33144,1538,24706
"2155",96,9488,4611,83817
"2198",96,29964,1525,77044
"2990",96,46143,1232,81724
"3155",96,37683,7414,72723
"5123",96,7270,8322,75358
"6419",96,26442,4426,13815
"8678",96,7911,9216,41976
"9259",96,7359,4153,79380
"9268",96,48934,4928,71483
"9720",96,24816,0574,9643
"284",1,27725,0183,93381
"4994",1,6771,4027,96458
"6212",1,15061,6967,25346
"7476",1,23417,8644,65704
"8587",1,13466,7633,14852
"9398",1,7924,5923,56907
"9807",1,12887,3097,18881
"256",14,11893,8137,96223
"2271",14,24723,2537,77758
"4571",14,26830,0727,57588
"4652",14,10414,7218,34243
"5058",14,12940,6407,98120
"9199",14,35772,3458,39199
"1079",15,28332,5417,66908
"1240",15,35474,2165,3728
"2652",15,13171,3494,7560
"3726",15,14810,634,86796
"4426",15,39913,5048,63747
"5333",15,46543,6729,98956
"5424",15,39937,3809,91681
"7016",15,43133,383,24872
"7333",15,45046,1391,4856
"7344",15,10252,9907,79956
"7657",15,18496,1146,63070
"8887",15,10939,5703,8049
"9048",15,20373,2313,99618
"9142",15,48681,5106,95903
"9774",15,27058,3514,61691
"425",25,27445,4119,62497
"853",25,27327,2313,20931
"1103",25,18856,9982,83844
"2018",25,35720,3553,40972
"2318",25,33345,0886,55938
"2458",25,19862,5693,35322
"2834",25,49296,2193,51636
"3200",25,13984,7628,19865
"3292",25,19297,5499,17000
"3532",25,7187,3028,79320
"4030",25,18558,5922,51249
"4505",25,24042,1766,97373
"4688",25,35413,258,48461
"5109",25,35934,9248,71576
"5775",25,40922,4043,50408
"6161",25,24798,5903,49442
"6432",25,42662,213,40327
"7037",25,22737,161,98319
"7487",25,13408,9304,16087
"7528",25,45307,9479,82079
"7577",25,33116,7851,33055
"7669",25,27530,7226,89383
"7926",25,37766,7655,14549
"8285",25,29654,6971,31353
"9170",25,14179,2981,53126
"9384",25,35356,9464,46869
"576",29,21104,5696,11329
"741",29,13430,0345,48018
"3512",29,10901,9627,27152
"3534",29,36190,6981,35046
"3611",29,7244,4391,99577
"4398",29,49197,3584,13624
"5923",29,45755,6563,87547
"6039",29,29126,9568,20296
"6581",29,7811,3358,20637
"8178",29,16790,9676,22357
"8841",29,32130,9052,80677
"8916",29,33671,9686,68339
"9201",29,21247,9161,92001
"2857",38,9027,6761,19197
"3622",38,38424,5374,6225
"4434",38,9516,5307,65660
"7036",38,43345,7117,33911
"2927",96,8488,0135,17225
"3298",96,49332,3818,5295
"3319",96,28192,9894,91788
"3488",96,14923,2803,38145
"3830",96,47327,5228,51000
"4287",96,48249,705,42989
"4554",96,8916,0451,18470
"4601",96,20111,632,18732
"5113",96,8480,9043,64010
"5556",96,9447,0886,69237
"5587",96,9457,1071,36538
"7324",96,25956,0619,32562
"7683",96,20600,8497,73242
"8196",96,31829,7275,1061
"9948",96,8821,4637,82978
"724",1,5976,3155,25186
"876",1,36577,6083,5421
"4592",1,13689,253,6379
"5549",1,29877,2962,50057
"7402",1,16969,3685,41871
"7679",1,19332,8981,64491
"9168",1,23194,7751,65236
"9924",1,12730,3593,92044
"9956",1,37630,44,40029
"81",14,48427,8392,31506
"574",14,38977,4108,23889
"685",14,43993,7004,81025
"1149",14,37093,759,30422
"5436",14,9735,9337,40801
"5838",14,21709,1088,84820
"6306",14,22401,2715,47411
"9134",14,35021,2364,21035
"9525",14,20038,0708,65420
"648",15,38595,3002,25475
"1824",15,20225,7893,27921
"1968",15,20916,0424,98674
"3166",15,15276,8594,21554
"3857",15,25735,8049,51925
"7057",15,34720,155,95619
"409",25,25421,28,36850
"444",25,15312,4608,58415
"1183",25,46259,4946,72036
"1949",25,45934,7313,61414
"2065",25,36737,6758,15047
"2914",25,18980,7148,8290
"3102",25,26807,9709,84125
"3175",25,37036,9259,8233
"5355",25,11100,2023,74405
"6069",25,24745,472,44103
"6813",43,23416,9883,31651
"7930",43,14172,689,52940
"8432",43,39977,1157,55230
"1269",58,13810,6276,39013
"1855",58,16764,7639,19041
"1956",58,43592,735,47501
"2102",58,46748,3456,64100
"2685",58,24645,577,68833
"2745",58,32617,5234,70260
"3083",58,21173,5101,67276
"3183",58,35736,1007,95399
"4611",58,43109,0183,92856
"5015",58,39606,5107,57043
"5659",58,17095,7204,2358
"6944",58,23939,2616,83952
"7459",58,45919,367,41316
"7695",58,13907,2938,75325
"8564",58,14199,9353,84471
"9323",58,26661,5201,6828
"225",95,11249,9487,32118
"1158",95,33068,0929,78565
"2167",95,28680,3478,67485
"2430",95,23385,6036,84653
"2581",95,31542,5512,43115
"4123",95,13266,4154,69377
"4900",95,35902,2807,10771
"6794",95,38028,268,63174
"7189",95,16059,6061,66234
"7343",95,26055,0312,23412
"8602",95,44037,4611,30268
"9911",95,7310,9598,90926
"2695",98,18790,1957,38966
"2714",98,6201,4844,86787
"3057",98,6043,1042,40319
"3135",98,27473,8223,94102
"4207",98,7525,0653,15990
"5161",98,14488,6549,83824
"5463",98,11437,5723,42677
"6358",98,16665,8982,18876
"6555",98,45604,178,25021
"8269",98,42479,4282,30227
"981",9,23700,2889,64147
"995",9,36693,9144,17797
"1325",9,5938,3614,20796
"1958",9,46557,6445,64023
"2291",9,37947,1915,70936
"3779",9,36853,4676,55259
"5765",9,18459,5971,40456
"6268",9,17084,8313,15534
"6320",9,33221,3652,44509
"7527",9,15780,1765,50388
"8220",9,20558,6386,50437
"8905",9,18801,6028,34736
"9042",9,22712,392,51395
"9455",9,8465,7098,20912
"633",19,9256,9298,17792
"1395",19,17011,819,46073
"1485",19,26038,6381,13381
"2728",19,31678,6426,6836
"3264",19,25728,9645,87593
"3492",19,6726,8981,68880
"4186",19,41643,1112,85789
"4240",19,42906,5741,33548
"5049",19,29984,3386,6783
"5828",19,44019,935,39417
"6156",19,38749,9259,57922
"6689",19,13517,9101,93159
"6924",19,30315,4855,7572
"7064",19,45826,1434,29580
"7541",19,38977,6349,50111
"9606",19,8003,5065,71541
"9890",19,6327,2197,61449
"271",42,49776,7789,5825
"2186",42,27709,9967,28622
"2414",42,7956,2811,17679
"2936",42,5008,3532,60695
"3523",42,7246,3883,46789
"3636",42,21057,2131,23849
"4432",42,11357,3619,44276
"5040",42,22028,3295,35534
"5083",42,13966,1975,36827
"5893",42,36109,5172,2862
"6866",42,39406,0419,48093
"7963",42,20991,0498,2096
"8136",42,25431,0315,83816
"8427",42,45753,7787,51359
"8679",42,21437,4429,22243
"8913",42,22751,2225,5491
"324",43,37959,9187,85316
"1264",43,42592,147,2374
"1998",43,36857,8353,47611
"5181",43,43510,2526,23188
"9421",43,34382,5853,47547
"9933",43,35496,9056,49132
"725",58,8189,9953,49744
"866",58,14334,5283,42317
"1408",58,12208,2281,51514
"2852",58,15469,7737,19253
"4584",58,10773,8509,23528
"5354",58,44695,527,23767
"5751",58,40779,2544,62186
"6118",58,47304,2734,3022
"7124",58,49774,9658,10191
"7181",58,27353,1433,9121
"7210",58,19832,6298,18938
"7645",58,12814,4435,11355
"7662",58,43742,0763,36116
"9420",58,23492,5618,94339
"9506",58,25357,4631,14549
"193",95,44010,9361,29264
"3999",95,11712,5171,80889
"4841",95,19460,7707,35660
"5848",95,21090,0814,34790
"7591",95,29178,3561,2052
"7990",95,42098,9948,77638
"8135",95,21828,7181,78020
"8158",95,35887,7607,85605
"8355",95,6952,547,68828
"9883",95,22719,7787,1144
"378",98,45236,4125,86649
"1014",98,15853,0099,20675
"1182",98,43006,694,53508
"1360",98,33586,8546,97360
"1936",98,22093,7379,95350
"2151",98,21460,8663,80701
"2208",98,5395,761,4514
"3855",98,31195,985,45750
"4570",98,39121,7567,9265
"5872",98,47051,5452,82686
"6278",98,19058,8748,12997
"6741",98,45791,7399,13952
"7314",98,12884,3517,42498
"9025",98,21140,7826,94635
"761",21,16347,4075,18194
"3552",21,24549,2281,17530
"4779",21,46305,9913,90827
"5357",21,39182,2284,32955
"5921",21,27912,8744,60153
"6683",21,32019,5427,74742
"6921",21,25154,2905,29052
"8165",21,39665,2425,41592
"9936",21,41171,7122,74072
"1259",44,9406,3835,32398
"2433",44,14607,8131,80751
"2705",44,13490,2901,47481
"3197",44,27681,2891,57874
"3233",44,25734,3506,53731
"3810",44,27496,3453,69016
"4205",44,36194,9303,74057
"5502",44,30799,5313,14179
"5781",44,45778,4794,25174
"6183",44,18906,6805,58178
"6834",44,43628,2993,13662
"7217",44,37843,5488,57509
"7654",44,37705,5233,62871
"8342",44,43684,246,86720
"8455",44,28317,581,12954
"8893",44,36187,3211,84088
"8998",44,17131,4846,51419
"9505",44,11585,2957,13782
"9636",44,20012,2389,5769
"2682",56,45386,0542,34707
"2944",56,35145,6008,86430
"3542",56,13661,2744,49946
"4011",56,44050,7121,41035
"4217",56,33924,2323,1692
"5383",56,27619,3575,89724
"6251",56,23361,277,70447
"7867",56,14187,9932,28787
"7913",56,37457,8487,86655
"8728",56,33511,5634,27694
"553",72,18605,6223,50549
"2163",72,35605,6187,53203
"2889",72,35544,1217,7021
"3630",72,38681,6167,36932
"3964",72,33447,4338,57891
"4446",72,22775,156,82675
"4543",72,49288,8579,3281
"6238",72,28026,8961,47505
"7052",72,24082,141,80538
"7942",72,27967,9823,77824
"8283",72,25706,2292,40056
"8548",72,46687,3881,72300
"149",77,29137,2737,32397
"390",77,7104,7241,6602
"857",77,7163,2188,38737
"1205",77,20020,6853,50209
"1853",77,23234,7016,79964
"2129",77,37499,5618,61375
"2354",77,14252,5518,90862
"2399",77,38430,6835,82816
"2680",77,26724,6278,22047
"3254",77,40103,1138,24182
"4774",77,5280,7118,60470
"5499",77,43848,9655,67970
"5676",77,39587,2217,21763
"8638",77,18825,5269,20800
"8823",77,25019,3587,18009
"195",21,39326,5349,38038
"233",21,43179,7516,51544
"1081",21,45692,5332,3787
"1346",21,31940,8742,88944
"3326",21,30444,7474,36764
"3434",21,48469,9927,16675
"3618",21,23431,2588,81299
"4973",21,45914,7531,6043
"5292",21,14994,5966,69488
"5396",21,34208,4697,63446
"5748",21,13844,4006,33561
"5908",21,43066,1225,1510
"6710",21,8714,3206,53228
"6855",21,48148,4211,32703
"137",44,13072,8267,80846
"1774",44,6336,5144,11376
"2679",44,19082,4621,26966
"3198",44,27821,8346,35333
"3355",44,41923,9584,45775
"4014",44,37155,6498,22953
"4055",44,36729,294,72418
"5464",44,14164,1129,93348
"8203",44,6816,5962,18745
"8536",44,11401,2495,35038
"9243",44,12445,1013,92328
"9553",44,31287,4461,15795
"9652",44,19527,8514,34497
"18",56,45243,5384,58505
"92",56,14235,8687,8921
"664",56,44200,7279,36150
"885",56,26876,5587,87421
"926",56,35473,5556,6260
"2486",56,39936,3633,11205
"3950",56,18601,734,52169
"4695",56,7471,4336,57013
"6628",56,14884,732,87694
"6795",56,18942,0378,95366
"7033",56,21520,2545,6750
"7481",56,30479,0243,81172
"7629",56,28935,6143,45692
"8082",56,27278,224,35037
"8502",56,15519,9419,17254
"692",72,48532,3036,31295
"1982",72,21607,7594,45164
"1983",72,8915,9014,1435
"2051",72,26173,8666,47161
"2858",72,27551,6116,78381
"4458",72,44616,0085,83028
"5300",72,28555,9925,10104
"5956",72,46695,912,78579
"6451",72,45669,3429,31241
"6568",72,39480,505,36551
"7377",72,18459,442,5214
"7461",72,19183,5884,32122
"7768",72,36230,6172,38075
"8278",72,20358,5723,71655
"8412",72,11787,9894,44540
"8782",72,47697,846,51750
"9910",72,42507,7616,55427
"2221",77,26495,9281,88764
"2519",77,21461,0804,89888
"3173",77,35996,9904,75962
"4934",77,23168,6926,32652
"5480",77,26387,9126,2750
"7156",77,13694,136,59152
"7235",77,23090,7361,54248
"7663",77,41742,003,97435
"8062",77,34392,6387,35544
"8815",77,48598,3104,25639
"720",21,14643,6546,83996
"2413",21,22091,1077,49572
"2997",21,45833,3389,55528
"5244",21,36583,9914,13822
"6147",21,19497,5325,68550
"6180",21,18808,0027,24025
"8352",21,15159,1029,64500
"8821",21,12512,765,31088
"9038",21,20661,4817,70299
"1224",44,16356,0047,63357
"1304",44,13565,9021,74317
"3594",44,31371,8474,79082
"3764",44,30372,6407,45127
"4619",44,45165,5493,3270
"5240",44,40296,8539,93470
"7255",44,11514,4136,13017
"8572",44,19656,6722,29759
"8889",44,6527,7154,72768
"9814",44,36485,0037,95120
"9841",44,8177,0058,43073
"1663",56,31279,8172,47923
"1707",56,6391,8956,40954
"2064",56,28158,6364,86729
"2148",56,33252,4075,77193
"3370",56,25396,9829,74865
"3390",56,16757,0117,29165
"3689",56,20350,0229,19759
"4017",56,44313,9564,9441
"4969",56,44639,9298,74601
"4971",56,35717,4485,76233
"6194",56,19606,5316,59545
"7141",56,17472,754,40074
"7976",56,30287,9691,53927
"9283",56,24741,1472,92644
"9330",56,21518,8396,30167
"401",72,15746,5596,31858
"1227",72,12004,548,66845
"1509",72,23840,37,79402
"2041",72,36759,9973,27956
"2677",72,44093,0608,44130
"2880",72,34312,0765,97661
"3277",72,38925,9871,6718
"3428",72,42631,6078,98650
"3544",72,24153,2217,60772
"5526",72,29502,7403,4484
"6172",72,35347,6777,41509
"6403",72,36947,247,57084
"6544",72,23519,6377,42615
"7179",72,5018,3263,12264
"9582",72,31015,1103,76578
"201",77,27770,4739,31132
"312",77,11770,7315,3076
"1214",77,34261,7542,10501
"3087",77,13843,9127,63293
"3195",77,43081,7011,59282
"3771",77,9878,5069,31783
"4378",77,22539,137,54564
"5644",77,48237,7316,51082
"5763",77,45345,1574,85951
"6188",77,48524,7122,13435
"6796",77,18662,7907,46339
"7347",77,8002,9444,84708
"8508",77,12924,553,89309
"8967",77,49565,9138,3676
"9999",77,37647,2989,75733
"1530",21,5068,7065,4767
"1624",21,5721,317,23472
"2252",21,15238,8761,91981
"3473",21,36311,0774,27670
"6155",21,16945,6104,24763
"8225",21,47167,8222,42677
"8570",21,38974,2423,59563
"9296",21,27560,3825,92145
"560",44,43248,1602,48961
"1017",44,30452,6106,58232
"1160",44,8727,7182,85505
"1295",44,21332,6771,97332
"4484",44,23722,827,53016
"5219",44,34918,8078,84271
"5535",44,39305,4983,62454
"6219",44,41571,4516,62216
"6511",44,9637,9764,15562
"7122",44,32662,6725,73565
"7919",44,31227,1055,94221
"8279",44,9232,3114,66617
"9503",44,19402,4769,76971
"9537",44,24400,4725,46359
"2037",56,34235,3308,61772
"2791",56,13449,2027,69415
"2910",56,29451,0537,74034
"3367",56,34845,1528,22169
"5140",56,18478,4792,79769
"5452",56,42170,2469,52931
"6654",56,21164,7402,12340
"8365",56,31985,6073,15621
"8639",56,26567,2709,36320
"8732",56,31635,6252,43863
"8811",56,6768,1648,23258
"8924",56,43857,7472,71011
"8972",56,22600,113,6216
"9403",56,46472,0903,34533
"1506",72,32937,59,74010
"1681",72,47136,8125,79155
"1690",72,39092,0087,15624
"2305",72,24989,7801,11256
"2763",72,8933,5848,26484
"2995",72,14708,2081,66640
"3545",72,18428,7768,26993
"5327",72,38564,7081,41658
"5752",72,12325,0615,53291
"6642",72,20722,1762,16736
"6863",72,16949,8847,98518
"7256",72,29425,8237,53643
"304",77,21713,1428,87165
"1933",77,12565,2688,55185
"2555",77,42882,0893,55827
"2633",77,48871,7434,77023
"3044",77,20033,3173,19078
"3263",77,46653,0099,93274
"4691",77,9105,2762,13039
"4957",77,42681,2938,70918
"5267",77,7370,6097,43891
"7413",77,16056,7432,80524
"8785",77,48767,0712,86956
"494",21,21830,0765,79810
"1016",21,47439,3799,46267
"4858",21,29123,4784,10617
"7670",21,13668,2025,89739
"8025",21,35461,0855,51917
"8153",21,45055,79,46406
"8323",21,37317,9166,88071
"8660",21,44380,6801,86517
"8716",21,12775,1002,60445
"8921",21,17761,3598,99245
"9565",21,16686,7996,35661
"1470",44,46059,0806,76997
"3901",44,31814,5512,47714
"4399",44,31220,4808,53092
"4523",44,16442,3442,30975
"5663",44,44809,9895,7655
"5790",44,44350,3417,42624
"7485",44,21583,9892,44755
"9091",44,41891,6368,16097
"9327",44,45211,4777,91600
"1110",56,36583,4575,49300
"1611",56,12485,21,79115
"1940",56,22031,504,73221
"2226",56,28565,3812,27506
"2626",56,21370,8637,4454
"3917",56,5365,0559,92678
"3968",56,24164,7634,36963
"4536",56,7793,2112,39999
"4595",56,5487,8395,56958
"5164",56,27264,7315,40075
"5592",56,38831,5701,85859
"6198",56,34829,6093,79461
"8211",56,8670,8015,41929
"8581",56,34678,1822,94020
"9291",56,23829,1893,41154
"2179",72,37383,7765,42051
"2590",72,49027,1914,35585
"3191",72,13758,9422,42988
"4016",72,48494,5094,90774
"4179",72,41194,5308,51649
"4227",72,13869,5528,14249
"4653",72,5967,7673,14005
"5074",72,26787,7156,10970
"5378",72,37526,1687,25810
"5951",72,36606,5936,72358
"7841",72,36737,5135,28389
"9357",72,45795,0679,37349
"9916",72,41744,8145,51801
"478",77,28968,6752,60313
"3563",77,37920,3198,26293
"4708",77,35755,9366,30935
"5994",77,19960,8462,61456
"8996",77,20379,9066,55796
"9558",77,34974,6864,68600
"9718",77,8820,4242,57251
"9800",77,46692,2429,72776
"118",21,30621,0042,7664
"1229",21,49676,3508,81639
"3490",21,36200,0908,75038
"4742",21,48851,1993,26661
"5131",21,21229,7321,7024
"5141",21,17953,7828,9794
"7328",21,32130,412,2606
"7875",21,13804,0772,76348
"8149",21,42349,6605,56362
"8230",21,23783,3313,50350
"8468",21,16714,583,57381
"9892",21,27110,5768,69856
"413",44,31699,1992,35328
"614",44,40858,9258,7167
"1137",44,12361,6226,43194
"1788",44,6905,5872,27382
"2850",44,49074,4557,39736
"3452",44,5601,1873,23281
"3789",44,21527,4668,70231
"4337",44,35759,5528,74885
"5773",44,29286,9154,6698
"7085",44,13241,6828,13433
"8049",44,12702,3104,59662
"9552",44,20443,4406,60409
"9996",44,19262,7674,26182
"199",56,44437,8399,59607
"252",56,22984,555,31314
"1898",56,29293,288,40737
"2485",56,44299,6871,11655
"3047",56,25528,45,79274
"3705",56,25970,9696,27275
"4363",56,40995,9068,85611
"6330",56,46969,8206,56877
"8545",56,13297,7531,14246
"9745",56,30383,7216,31885
"1969",72,45561,4847,41792
"2088",72,28988,4056,78023
"2376",72,18297,7916,12591
"2597",72,17743,5274,9178
"3942",72,20336,2923,34355
"4546",72,10658,553,63519
"4644",72,25821,4922,81627
"7313",72,49112,33,72589
"8619",72,25703,4645,50163
"121",77,48876,6723,50435
"1591",77,7966,3044,81843
"4901",77,49411,9837,87543
"6575",77,34184,7427,39462
"7241",77,33239,967,64677
"8188",77,49713,696,12090
"9123",77,46881,4922,2282
"3274",21,33897,4428,74086
"3449",21,11321,3155,29152
"4329",21,31107,4783,13794
"5208",21,15212,3757,26692
"5286",21,12317,7538,60290
"6395",21,19464,2743,80900
"6529",21,32639,5847,79603
"8003",21,44999,4544,2003
"8774",21,35835,9534,62809
"9697",21,26783,3454,82729
"1250",44,49083,5456,59949
"1964",44,12905,1198,27602
"2170",44,28500,9456,37435
"2246",44,38935,6199,92148
"4193",44,7900,8966,51178
"4206",44,36855,3243,67942
"5783",44,11848,8099,47332
"6412",44,13424,4647,49574
"7502",44,9238,7578,16442
"537",56,30736,5189,22339
"1547",56,29045,1243,11806
"1588",56,22095,2878,57421
"4681",56,49958,5279,91280
"6482",56,6651,8203,95764
"6589",56,36905,7875,87346
"6844",56,40867,894,8304
"8560",56,47189,7942,92533
"8758",56,9563,6012,38506
"8845",56,10813,0628,72141
"9724",56,35360,0645,45343
"9918",56,22819,8064,41309
"884",72,25275,9168,62417
"1392",72,6501,3457,60442
"2472",72,30335,0771,46171
"3182",72,25650,556,5776
"3854",72,12834,5084,35874
"4574",72,14928,0981,5416
"4588",72,47520,6122,69522
"5126",72,28255,1723,14622
"9958",72,12053,303,66097
"27",77,10184,9613,27414
"31",77,17165,6942,65849
"145",77,11379,197,13215
"355",77,45775,5155,47685
"1606",77,24802,1089,14394
"2424",77,48483,2837,12297
"2802",77,39572,4462,26418
"2843",77,31903,469,59214
"3223",77,35918,5292,96293
"6128",77,8343,7394,85218
"6962",77,15184,4838,11486
"7700",77,5287,2714,50632
"7799",77,23012,3778,41292
"8516",77,18708,9277,73606
"8730",77,47005,6417,53587
"158",21,20822,1089,22025
"412",21,45356,1856,28791
"1247",21,24729,132,33397
"1713",21,22544,0836,13151
"2345",21,6473,1618,43355
"2524",21,16946,1321,88616
"2769",21,27611,6694,64874
"3306",21,40531,4381,25759
"3729",21,45122,7548,36359
"5441",21,18262,2218,61398
"6141",21,34138,6901,6969
"6289",21,30999,3617,86009
"6295",21,14541,2478,36310
"7378",21,24714,1442,4916
"7488",21,36958,0757,13869
"7937",21,19074,6353,90947
"9157",21,12756,9038,70495
"9518",21,23983,6559,3020
"9928",21,44707,8226,40372
"36",44,34591,3943,27775
"1047",44,42840,3873,64972
"1410",44,42902,7664,23992
"2956",44,30029,5624,86939
"3304",44,18830,2035,8635
"3850",44,7123,2795,31599
"4562",44,39481,8034,92737
"4674",44,39355,1387,10315
"4962",44,25120,377,35662
"5715",44,15743,6957,31310
"6625",44,6708,2776,35481
"6778",44,5477,0398,61959
"6793",44,41761,0024,2803
"8086",44,19967,3682,2937
"8119",44,12724,0332,2906
"8549",44,36146,2943,72267
"8731",44,47127,1271,8678
"8966",44,17476,1182,69458
"9435",44,8220,2654,79620
"9492",44,47848,911,34655
"529",56,47810,0565,61686
"581",56,39944,9958,95873
"1091",56,28941,911,23538
"1271",56,10270,0387,8429
"1842",56,26952,7554,20428
"4938",56,19523,9714,90860
"5236",56,9455,0327,30689
"6265",56,39978,4373,45431
"6328",56,24297,3723,32615
"6354",56,8011,6646,71992
"8766",56,7478,9087,64287
"973",72,23609,6132,33968
"988",72,49600,0899,69797
"3610",72,24448,2617,42030
"3628",72,49732,8147,95166
"3651",72,23960,779,44525
"8489",72,28068,2518,28116
"830",77,48792,0375,75446
"1574",77,8262,4443,25417
"1894",77,8001,5951,47674
"3897",77,36970,1748,70810
"5854",77,28337,8285,36748
"6719",77,5285,065,39045
"7370",77,31413,6216,83945
"8054",77,17851,8167,57866
"9002",77,9105,7525,89346
"9230",77,30923,554,35664
"9960",77,21789,9595,14455
"110",3,5474,804,35492
"613",3,19080,3065,97613
"1123",3,35801,957,45658
"3010",3,5608,4658,67599
"3807",3,37084,7787,95432
"4199",3,11283,5218,77336
"5175",3,6409,7801,85720
"5209",3,33589,8448,79563
"5585",3,19622,1687,77450
"6127",3,24381,6238,36087
"7815",3,27347,9639,44558
"8589",3,6345,1016,16472
"8849",3,8928,2371,2822
"9900",3,36127,3619,77638
"268",16,48376,3481,46092
"319",16,28021,549,31973
"556",16,19115,0397,42319
"575",16,25437,7603,94265
"707",16,26643,8084,68036
"1775",16,49419,9849,5083
"1924",16,39243,0176,27613
"4802",16,10631,1874,41173
"5255",16,43279,2415,94125
"5386",16,9206,9822,94341
"7089",16,8332,3656,52495
"8932",16,20870,7285,86467
"9739",16,48945,726,91417
"9824",16,43175,1997,83623
"660",37,22206,4178,88991
"963",37,23327,4457,23118
"2426",37,26168,0203,35216
"3959",37,28435,4634,19393
"4111",37,5752,6186,99226
"5173",37,15841,3557,46051
"8234",37,35541,7211,32763
"151",47,28302,3418,6104
"950",47,45450,467,43325
"1386",47,46568,2234,55274
"1548",47,12330,5343,26797
"1869",47,15786,3013,19973
"2177",47,44915,9875,91020
"2810",47,27409,9505,60815
"4412",47,36032,8753,19163
"5981",47,9299,8504,81636
"6234",47,28630,993,13391
"7332",47,43713,2069,34474
"7850",47,7109,8056,23224
"8217",47,8231,8031,73415
"8286",47,34782,6153,87109
"8370",47,24003,058,88478
"8671",47,23694,1203,34122
"9356",47,17836,8461,69474
"340",62,10374,9571,83668
"557",62,38061,2064,72134
"1935",62,17934,2515,61182
"2256",62,37347,467,23265
"2755",62,16010,3971,76248
"3669",62,20535,6568,44668
"4560",62,16921,5572,41443
"4972",62,39672,0877,1932
"6578",62,15744,0644,28571
"8239",62,39711,9831,73830
"8533",62,43848,0028,54458
"9300",62,11999,702,87045
"176",3,24326,5183,33320
"804",3,41069,4671,72728
"1336",3,11961,1475,16854
"1504",3,48778,1993,96042
"1726",3,44921,778,76348
"2131",3,37788,0664,93435
"2746",3,9942,2131,62825
"3379",3,48021,3489,67826
"3555",3,15376,2432,12680
"4052",3,30415,0647,40185
"4212",3,25636,1508,34391
"6038",3,17001,285,96706
"6159",3,30157,8533,47561
"6523",3,40079,2238,49814
"6956",3,26635,7452,95996
"7262",3,23032,9468,4716
"8978",3,11349,6963,5176
"9117",3,24752,0687,91401
"9275",3,24421,2689,96099
"2443",16,19902,9988,17621
"3124",16,23415,6317,91477
"3447",16,22639,0289,57951
"3541",16,23314,3915,38256
"4000",16,46899,0979,16330
"4397",16,16524,7647,54646
"5069",16,22074,341,56158
"6634",16,42573,635,66234
"7145",16,32446,4829,93763
"7621",16,8538,5686,99809
"8047",16,38975,1472,39017
"8501",16,23254,6194,13210
"9285",16,39155,2744,14849
"543",37,28649,1855,51996
"728",37,15851,6076,68325
"1825",37,44085,5346,17566
"2029",37,40552,5807,18640
"2649",37,42385,1451,12041
"3203",37,42315,2959,16533
"3338",37,15097,5425,86465
"4088",37,11229,1708,99827
"5824",37,21182,6298,93724
"6434",37,41479,8366,84849
"7161",37,23247,1604,91195
"8006",37,16605,2525,87295
"8263",37,47241,3165,95794
"8568",37,27982,0092,15313
"9806",37,45398,0048,81615
"9869",37,27150,9557,57361
"173",47,34325,2069,75310
"435",47,13486,3004,95955
"998",47,37638,4208,20735
"1567",47,47406,2207,43604
"3054",47,27629,9671,11050
"3912",47,34105,9707,44466
"4224",47,16420,2475,19979
"4376",47,34053,448,5681
"4941",47,21315,247,30665
"5359",47,18488,1148,83482
"5440",47,20363,2841,84450
"5805",47,35770,6031,64287
"6121",47,44254,7754,8264
"877",62,18479,9907,80749
"1651",62,5680,3126,51979
"1931",62,40551,5565,99167
"3021",62,6175,3715,33217
"4129",62,20841,176,95657
"4450",62,38770,5082,23486
"4904",62,39609,9841,28938
"5262",62,42608,2233,63011
"5525",62,15714,0966,34999
"7819",62,30656,7276,14863
"8950",62,8712,7855,28935
"9029",62,12123,3508,43527
"9971",62,6682,0451,53777
"436",3,45575,9495,55461
"5430",3,28765,8202,23825
"5607",3,48028,2166,35259
"6026",3,5224,0464,87120
"7049",3,42269,5766,83984
"9407",3,46497,664,25631
"125",16,31720,1761,87140
"1338",16,24371,4603,16173
"2149",16,16406,9732,17767
"2807",16,46764,7015,88181
"3921",16,43969,445,88774
"4693",16,23726,5406,99260
"6101",16,45418,6286,62210
"6601",16,46677,4925,23097
"6889",16,49197,2833,82864
"8017",16,9357,2924,28708
"8205",16,25899,4816,17630
"8247",16,15787,3945,21409
"8543",16,20757,9125,17617
"322",37,23540,1257,32246
"1493",37,16672,2613,72451
"2780",37,23032,1215,88270
"4308",37,38658,4527,35235
"4389",37,40018,2813,26296
"5965",37,31645,9673,88260
"6347",37,47844,1822,77532
"7127",37,47025,5615,55327
"7253",37,33814,8486,9495
